company,product_name,saving_method,pre_tax_interest_rate,post_tax_interest_rate,max_preference_rate,eligibility,interest_calculation_method,inquiry_info,comparison_disclosure_date,department_contact,preferential_conditions,detailed_eligibility,application_method,post_maturity_interest_rate,other_considerations,product_link,id,institution_type
하나저축은행,정기적금,정액적립식,3.9,3.3,6.3,제한없음,복리,"하나저축은행
(홈페이지)
18991122
(대표번호)",2024-08-06,(예적금)수신기획팀 0222302562 (개인대출)리테일금융부 0222302817,"* 최고우대금리 : 2.4%
- 인터넷/스마트뱅킹/모바일브랜치/SB톡톡(비대면)가입시 : 0.1%
사회적배려대상 고객가입시 (영업점 가입,1인 1계좌(활동좌),월 불입금 50만원 까지)
:2.4%
※ 단위는 연%p",제한없음,"영업점,인터넷,스마트폰","-1개월 이내 :가입 당시 약정금리
-1개월 초과 : 현행 고시 보통예금 금리","1..최저 가입금액 : 1만원이상
2. 중도해지금리
-1개월미만 : 보통예금 금리
-1개월이상 : 약정금리 * (경과월수 / 계약월수)*차등율
-1개월이상~12개월미만(차등율:60%)
-12개월이상~24개월미만(차등율:70%)
-24개월 이상(차등율 80%)",,103,저축은행
대방 신용협동조합,e-파란적금(비대면),정액적립식,4.0,3.38,6.0,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,대방신용협동조합 02-842-8332,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,104,신용협동조합
북부산 신용협동조합,e-파란적금(비대면),정액적립식,4.0,3.38,6.0,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,북부산신용협동조합 051-362-8400,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,105,신용협동조합
웰컴저축은행,웰뱅 든든적금,정액적립식,2.0,1.69,6.0,제한없음,단리,"웰컴저축은행
(홈페이지)
16610001
(대표번호)",2021-08-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀","- 최초 개설한 예·적금 가입일로부터 30일 이내 본 적금 가입 시 : 연 1.0%p
- 적금 가입 시점 예금주 신용평점에 따라 우대 : 최대 연 3.0%p
▶ 신용평점 850점 이하 ~ 650점 초과(연 1.0%p), 신용평점 650점 이하 ~ 350점 초과 (연 2.0%p), 신용평점 350점 이하 ~ 1점 이상(연 3.0%p)",제한없음,"인터넷,스마트폰","- 만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용하며, 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용
- 만기 후 1개월 초과 : 연 0.1%","※ 신용평점별 우대금리 적용을 위해 적금 가입 시 개인(신용)정보 조회 동의가 필요하며, 미동의 시 신용평점별 우대금리 적용이 불가합니다. ※ 적금 가입 시점 NICE평가정보를 통해 조회된 신용평점을 기준으로 우대이율이 확정됩니다. ※ 월 최대 불입액 : 30만원",,106,저축은행
도림 신용협동조합,e-파란적금(비대면),정액적립식,4.1,3.47,5.9,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,도림신용협동조합 02-841-5011,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,107,신용협동조합
전북치과의사 신용협동조합,e-파란적금(비대면),정액적립식,4.0,3.38,5.7,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,전북치과의사신용협동조합 063-904-2875,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,108,신용협동조합
서울서부 신용협동조합,e-파란적금(비대면),정액적립식,3.9,3.3,5.6,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,서울서부신용협동조합 02-2691-8881,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,109,신용협동조합
주덕 신용협동조합,e-파란적금(비대면),정액적립식,4.1,3.47,5.6,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,주덕신용협동조합 043-846-6254,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,110,신용협동조합
대구가온 신용협동조합,e-파란적금(비대면),정액적립식,4.15,3.51,5.5,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,대구가온신용협동조합 053-557-9122,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,111,신용협동조합
부산행복 신용협동조합,e-파란적금(비대면),정액적립식,4.0,3.38,5.5,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,부산행복신용협동조합 051-341-2485,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,112,신용협동조합
웰컴저축은행,웰뱅하자 정기적금,정액적립식,1.0,0.85,5.5,제한없음,단리,"웰컴저축은행
(홈페이지)
16610001
(대표번호)",2024-08-30,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀","1) 웰컴 입출금통장에서 CMS/지로 자동납부 월 2건이상 실적이 계약기간의 2/3회 이상 : 3.5%p
2) 웰컴 입출금통장 평잔 실적이 50만원 이상 : 1.0%p",제한없음,"영업점,인터넷,스마트폰","*만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용
*만기 후 1개월 초과 : 연 0.1%
※ 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용",1인당 가입한도 월 20만원 (1인 1계좌),https://www.welcomebank.co.kr/,113,저축은행
강서 신용협동조합,e-파란적금(비대면),정액적립식,4.0,3.38,5.4,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,강서신용협동조합 02-2664-2747,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,114,신용협동조합
무안 신용협동조합,e-파란적금(비대면),정액적립식,4.0,3.38,5.3,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,무안신용협동조합 061-452-9998,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,115,신용협동조합
광명 신용협동조합,e-파란적금(비대면),정액적립식,4.0,3.38,5.2,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,광명신용협동조합 02-2685-2233,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,116,신용협동조합
든솔 신용협동조합,e-파란적금(비대면),정액적립식,4.1,3.47,5.1,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,든솔신용협동조합 02-859-3444,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,117,신용협동조합
안성제일 신용협동조합,e-파란적금(비대면),정액적립식,4.5,3.81,5.1,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,안성제일신용협동조합 031-672-2608,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,118,신용협동조합
연수송도 신용협동조합,e-파란적금(비대면),정액적립식,4.1,3.47,5.1,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,연수송도신용협동조합 032-851-9800,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,119,신용협동조합
전주행복 신용협동조합,e-파란적금(비대면),정액적립식,4.5,3.81,5.1,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,전주행복신용협동조합 063-213-1577,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,120,신용협동조합
담양한빛 신용협동조합,e-파란적금(비대면),정액적립식,4.4,3.72,5.0,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,담양한빛신용협동조합 061-383-1222,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,121,신용협동조합
동작 신용협동조합,e-파란적금(비대면),정액적립식,4.0,3.38,5.0,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,동작신용협동조합 02-826-6300,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,122,신용협동조합
반월 신용협동조합,e-파란적금(비대면),정액적립식,4.5,3.81,5.0,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,반월신용협동조합 031-437-0117,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,123,신용협동조합
서울건축사 신용협동조합,유니온정기적금(비대면),정액적립식,4.5,3.81,5.0,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,서울건축사신용협동조합 02-583-5040,없음,제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
가입기간 : 3개월 이상 3년 이하(연, 월단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpst2Info.do?fnncGoodsSn=125,124,신용협동조합
서울남부 신용협동조합,하나더적금(대면),정액적립식,5.0,4.23,5.0,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,서울남부신용협동조합 02-869-5454,없음,제한없음,영업점,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1천원 이상
가입기간 : 6개월 이상 5년 이하(월단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=98,125,신용협동조합
세람저축은행,착한운전정기적금,정액적립식,4.0,3.38,5.0,제한없음,단리,"세람저축은행
(홈페이지)
15886781
(대표번호)",2024-11-01,"기획팀, 031-633-6781","조건에 따른 우대금리[최저0.5%~최고1.0%] -착한운전마일리지 신청자, 저공해차량 운전자, 전기차운전자, 수소차운전자, 장애인차량운전자",제한없음,영업점,"1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리
1개월 초과: 보통예금 금리",없음,http://www.serambank.co.kr/,126,저축은행
세람저축은행,행복나눔정기적금,정액적립식,4.0,3.38,5.0,제한없음,단리,"세람저축은행
(홈페이지)
15886781
(대표번호)",2024-11-01,"기획팀, 031-633-6781","조건에 따른 우대금리[최저0.5%~최고1.0%] -자원봉사자, 헌혈자",제한없음,영업점,"1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리
1개월 초과: 보통예금 금리",없음,http://www.serambank.co.kr/,127,저축은행
신정 신용협동조합,e-파란적금(비대면),정액적립식,4.0,3.38,5.0,제한없음,단리,"신용협동조합
(홈페이지)
15666000
(대표번호)",2024-10-21,신정신용협동조합 02-2603-5643,"거래조건에 따라 최고 0.0%p 우대금리 제공
①자동이체 납입실적 : 0.0%p
②장기가입조합원 : 최대 0.0%p
③비대면 기한부예금 가입실적 : 0.0%p
④신협체크카드 결제실적 : 0.0%p
⑤급여이체 실적 : 0.0%p",제한없음,스마트폰,"만기후 1개월 미만 : 만기일 당시 신규 기본이율의 1/2
만기후 1개월 이상 ~ 3개월 미만 : 만기일 당시 신규 기본이율의 1/3
만기후 3개월 이상 ~ 6개월 미만 : 만기일 당시 신규 기본이율의 1/6
만기후 6개월 이상 : 만기일 당시 보통예탁금 이율
기재된 구간별 만기후 이자율은 최저이율이며 그 이상으로 지급 될 수 있습니다.","가입금액 : 월 1만원 이상
납입한도 : 월 100만원 이내
가입기간 : 1년 이상 5년 이내(연단위)",http://www.cu.co.kr/product/ad/fnncGoods/selectFnncGoodsDpstInfo51.do?fnncGoodsSn=66,128,신용협동조합
애큐온저축은행,다모아자유적금2,자유적립식,2.5,2.12,5.0,제한없음,단리,"애큐온저축은행
(홈페이지)
15886161
(대표번호)",2023-12-27,경영관리팀 0234852662,"가입일 ~ 만기일까지 마케팅 동의 유지 : 1.0%
만기시까지 당행 오픈뱅킹 잔액모으기를 통한 해당 적금불입횟수 10회이상 : 1.5%",제한없음,스마트폰,"만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)","가입금액 1천원~20만원
1인1계좌
오픈뱅킹전용가입상품",http://www.acuonsb.co.kr/?P_name=dpt0020220,129,저축은행
